Bangladesh,"political behavior,Outdoor Advertising Owners Assocation,2011,1


Bangladesh,"political behavior,prominent residents,2014,1


Bangladesh, Bangladesh Nationalist Party (BNP) supporters,"pro-opposition lawyers,2015,1


Bangladesh,"political behavior,protesters,1992,1


Bangladesh,"political behavior,protesters,1995,1


Bangladesh,"political behavior,protesters,2004,2


Bangladesh,"political behavior,protesters,2006,2


Bangladesh,"political behavior,protesters,2007,2


Bangladesh,"political behavior,protesters,2008,1


Bangladesh,"political behavior,protesters,2015,2


Bangladesh, teachers,"protesters,2015,1


Bangladesh,"political behavior,Residents,2000,1


Bangladesh, Bangladesh Chttra Union,"Samajtantrik Chattra Front,2003,1


Bangladesh,"political behavior,Sex Workers,1997,1


Bangladesh,"political behavior,Sex Workers,1999,1


Bangladesh,"political behavior,Small investors of Dhaka Stock Exchange,2011,6


Bangladesh,"political behavior,Students,1990,1


Bangladesh,"political behavior,Students,2000,1


Bangladesh,"political behavior,Students,2002,1


Bangladesh,"political behavior,Students,2003,1


Bangladesh,"political behavior,Students,2008,1


Bangladesh,"political behavior,students,2014,4


Bangladesh,"political behavior,Students of Jagannath University (JnU),2011,1


Bangladesh, activists","students,2015,1


Bangladesh, activists,"students,2015,1


Bangladesh, Jamaat-e-Islami supporters","supporters for Ghulam Azam,2013,1


Bangladesh,"political behavior,Supporters of BNP leader,2011,1


Bangladesh,"political behavior,supporters of Jamaat-e-Islami,2013,1


Bangladesh,"political behavior,Supporters of the Bangladesh Nationalist Party and its allies,2012,1


Bangladesh,"political behavior,Teachers,2000,1


Bangladesh,"political behavior,Unions,1997,1


Bangladesh,"political behavior,United Islamic Alliance and the fundamentalist Jamaat-i-Islami,1997,1


Bangladesh,"political behavior,Villagers near Shariatpur,2011,1


Bangladesh,"political behavior,Ward Councillors of Dhaka City Corporation,2011,2


Bangladesh,"political behavior,Women Action Committee,2006,1


Bangladesh,"political behavior,Workers,1990,1


Bangladesh,"price increases,Awami League,2005,1


Bangladesh,"price increases,Bangladesh Jamaat-e-Islami,2011,1


Bangladesh,"price increases,Bangladesh National Awami Party (NAP-Bhasani),2014,1


Bangladesh,"price increases,Bangladesh Nationalist Party,1997,2


Bangladesh,"price increases,Chittagong BNP,2011,1


Bangladesh,"price increases,Leaders and activists of the progressive student's alliance of Rajshahi University (RU),2011,1


Bangladesh, BSRM,"Mill Workers: RSRM,2011,1


Bangladesh,"price increases,Opposition BNP,2011,1


Bangladesh,"price increases,Residents,1999,1


Bangladesh,"price increases,university students,2014,1


Bangladesh,"price increases,Workers,2006,1


Bangladesh,removal of politician,Awami League,1994,1


Bangladesh,removal of politician,Awami League,1995,8


Bangladesh,removal of politician,Awami League,1996,2


Bangladesh,removal of politician,Awami League,2006,1


Bangladesh,removal of politician,Bangladesh Capital Market Investors Oikya Parishad,2011,1


Bangladesh,removal of politician,Bangladesh Nationalist Party,1999,5


Bangladesh,removal of politician,Bangladesh Nationalist Party,2000,2


Bangladesh,removal of politician,Bangladesh Nationalist Party,2001,2


Bangladesh,removal of politician,City Awami League,2011,1


Bangladesh,removal of politician,four-party anti-government alliance,2000,1


Bangladesh,removal of politician,Islamic parties,2014,1


Bangladesh,removal of politician,Jamaat-i-Islami  and Bangladesh Nationalist Party,1999,3


Bangladesh, Awami League and National Awami Party (NAP)","Jatiya Samajtantrik Dal (JSD),2005,1


Bangladesh,removal of politician,Jatiyo Party Jamaat-i-Islami and Oikkyo Jote,1999,1


Bangladesh, the Jamaat-i-Islami <nd Awami League","Jatiyo party,1994,1


Bangladesh, the Jamaat-i-Islami <nd Awami League","Jatiyo party,1995,2


Bangladesh,removal of politician,Opposition,1990,4


Bangladesh,removal of politician,Opposition,1999,1


Bangladesh,removal of politician,Opposition,2011,1


Bangladesh,removal of politician,Opposition BNP,2011,1


Bangladesh,removal of politician,protesters,2001,1


Bangladesh, traders","shopkeepers,2014,1


Bangladesh,removal of politician,Small Investors Forum Barisal,2011,1


Bangladesh,removal of politician,Small investors of Chittgong Stock Exchange (CSE),2011,1


Bangladesh,removal of politician,Small investors of Dhaka Stock Exchange,2011,8


Bangladesh,removal of politician,Students,1990,1


Bangladesh,removal of politician,Students,1996,1


Bangladesh,removal of politician,workers of Shramik League,2014,1


Bangladesh,social restrictions,Bangladesh Nationalist Party,1999,1


Bangladesh,social restrictions,Bangladesh Nationalist Party (BNP)'s women wing,2014,1


Bangladesh,social restrictions,Bangladesh Puja Udzapan Parishad,2014,1


Bangladesh,social restrictions,Communist Party of Bangladesh (CPB) and Socialist Party of Bangladesh (SPB),2014,1


Bangladesh,social restrictions,Indigenous Students' Organizations of Rajshahi University,2011,1


Bangladesh,social restrictions,Muksudpur Thana Awami League,2014,1


Bangladesh,social restrictions,Residents,1999,1


Bangladesh,social restrictions,Residents,2006,1


Bangladesh,social restrictions,Transgender groups,2011,1


Bangladesh,social restrictions,Victims of flooding,2000,1


Belarus,labor wage dispute,labor unions,1995,1


Belarus,"political behavior,"""Zubr"" (Bison)",2001,1


Belarus,"political behavior,a council of opposition Belarus parties,1999,1


Belarus,"political behavior,activists,2002,1


Belarus,"political behavior,antigovernment protesters,2006,1


Belarus,"political behavior,Belarus Popular Front,1998,1


Belarus,"political behavior,Belarussian Popular Front,1996,1


Belarus,"political behavior,democracy guerrillas,2005,1


Belarus,"political behavior,journalists,1997,1


Belarus,"political behavior,opposition activists,2011,1


Belarus,"political behavior,opposition groups,2000,2


Belarus,"political behavior,opposition groups,2004,1


Belarus,"political behavior,opposition groups,2005,1


Belarus,"political behavior,opposition groups,2006,1


Belarus,"political behavior,opposition parties,2000,2


Belarus,"political behavior,opposition Popular Front,1996,1


Belarus,"political behavior,opposition supporters,2001,1


Belarus,"political behavior,opposition supporters,2003,1


Belarus,"political behavior,opposition supporters,2008,1


Belarus,"political behavior,opposition supporters,2009,1


Belarus,"political behavior,opposition supporters,2010,1


Belarus,"political behavior,pro-independence protesters,1997,1


Belarus,"political behavior,protesters,1994,1


Belarus,"political behavior,protesters,1995,3


Belarus,"political behavior,protesters,1996,6


Belarus,"political behavior,protesters,1997,1


Belarus,"political behavior,soccer fans,2002,1


Belarus,"political behavior,Social Democrats,2002,1


Belarus,"political behavior,students,1997,1


Belarus,"political behavior,students and youths,2004,1


Belarus,"price increases,small business people,2008,1


Belarus,"price increases,street traders,2000,1


Belarus,removal of politician,opposition protesters,1999,1


Belarus,removal of politician,opposition supporters,1999,1


Belarus,removal of politician,pro-nationalist demonstrators,1996,1


Belarus,removal of politician,protesters,1994,1


Belarus,removal of politician,protesters,1996,1


Belarus,removal of politician,protesters,1997,2


Belgium,labor wage dispute,firemen,2013,1


Belgium,labor wage dispute,public sector workers,1995,1


Belgium,labor wage dispute,trade unionists,1997,1


Belgium,"political behavior,anti-austerity protesters,2016,1


Belgium,"political behavior,far-right protesters,2016,1


Belgium,"political behavior,fishermen,2002,1


Belgium,"political behavior,Flemish,2016,1


Belgium,"political behavior,neo-Nazi thugs,2016,1


Belgium,"political behavior,protesters,1993,1


Belgium,"political behavior,protesters,1996,8


Belgium,"political behavior,protesters,2011,1


Belgium,"political behavior,protesters,2014,1


Belgium,"political behavior,steel workers,2016,1


Belgium,"political behavior,unions,1993,1


Belgium, workers","unions,2014,1


Belgium,"price increases,dairy farmers,2009,1


Belgium,"price increases,farmers,2015,1


Belgium,"price increases,fishermen,2008,2


Belgium,"price increases,hauliers and truck drivers,2000,1


Belgium,"price increases,labor union members,2008,1


Belgium,"price increases,union members,2007,1


Belgium,"price increases,workers,1996,1


Benin,labor wage dispute,government workers & trade union grouping,1997,1


Benin, treasury and finance unions","students,2002,1


Benin,labor wage dispute,workers,1990,1


Benin,police brutality,students ,2001,1


Benin,"political behavior,customs agents,2001,1


Benin,"political behavior,employees of the Aviation Security Agency,1997,1


Benin,"political behavior,opposition leader Nicephore Soglo,2002,1


Benin,"political behavior,Opposition supporters,2014,1


Benin,"political behavior,PDP,2016,1


Benin,"political behavior,People,2014,1


Benin,"political behavior,President Yayi Boni,2007,1


Benin,"political behavior,prisoners,2000,1


Benin,"political behavior,protesters,2006,1


Benin,"political behavior,protesters,2010,1


Benin,"political behavior,protesters,2011,5


Benin,"political behavior,protesters,2013,5


Benin,"political behavior,Students,1998,1


Benin,"political behavior,students,2016,1


Benin,"political behavior,students ,2001,1


Benin,"political behavior,students and teachers,2005,1


Benin,"political behavior,Trade unions & workers,1994,1


Benin,"political behavior,truck drivers,2004,1


Benin,"price increases,protesters,2008,1


Bhutan,"political behavior,Bhutan Gorkha National Liberation Front,1999,1


Bhutan,"political behavior,pro-democracy,1990,1
