Country name,Year,Region,Protest,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Number of Participants in Protest,Reported participation in protest,Protester Group Identity,Primary Protester Demands [Demand 1],Primary State Response to protests [Response 1],Time Spending
Burundi,2008,Africa,1,11,11,2008,11,11,2008,0,100-999,150,protesters,police brutality,ignore,1
Burundi,2008,Africa,1,28,11,2008,28,11,2008,0,100-999,100s,protesters,police brutality,ignore,1
Burundi,2010,Africa,1,20,4,2010,20,4,2010,1,100-999,300,Demobilized Fighters,"political behavior, process",crowd dispersal,1
Burundi,2004,Africa,1,18,7,2004,30,7,2004,1,5000-10000,5000,detainees,"political behavior, process",accomodation,13
Burundi,2009,Africa,1,5,5,2009,5,5,2009,1,100-999,340,Former Child Soldiers,"political behavior, process",ignore,1
Burundi,2011,Africa,1,17,5,2011,17,5,2011,1,100-999,900,Inmates,"political behavior, process",crowd dispersal,1
Burundi,2013,Africa,1,9,8,2013,9,8,2013,1,100-999,200,Inmates,"political behavior, process",crowd dispersal,1
Burundi,2010,Africa,1,29,5,2010,29,5,2010,1,50-99,>50,National Liberation Forces,"political behavior, process",crowd dispersal,1
Burundi,2011,Africa,1,8,4,2011,8,4,2011,1,50-99,>50,NGO's,"political behavior, process",crowd dispersal,1
Burundi,1994,Africa,1,12,1,1994,12,1,1994,0,2000-4999,2000,opponents of assassinated Burundi president Melchior Ndaday,"political behavior, process",ignore,1
Burundi,2001,Africa,1,11,8,2001,11,8,2001,0,50-99,>50,Party For National Recovery,"political behavior, process",arrests,1
Burundi,1993,Africa,1,22,10,1993,22,10,1993,0,100-999,>50,people,"political behavior, process",killings,1
Burundi,1993,Africa,1,26,10,1993,26,10,1993,0,>10000,10000,People,"political behavior, process",ignore,1
Burundi,1993,Africa,1,28,10,1993,28,10,1993,0,>10000,>10000,People,"political behavior, process",ignore,1
Burundi,2002,Africa,1,7,3,2002,7,3,2002,0,100-999,100,Power of Self-Defence-Amasekanya,"political behavior, process",arrests,1
Burundi,2008,Africa,1,21,4,2008,22,4,2008,1,2000-4999,2500,prisioners,"political behavior, process",crowd dispersal,2
Burundi,2000,Africa,1,19,8,2000,19,8,2000,1,100-999,100s,protesters,"political behavior, process",crowd dispersal,1
Burundi,2012,Africa,1,9,11,2012,9,11,2012,0,50-99,>50,protesters,"political behavior, process",ignore,1
Burundi,2015,Africa,1,29,4,2015,29,4,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,7,5,2015,7,5,2015,1,100-999,100s,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,8,5,2015,8,5,2015,1,100-999,100s,protesters,"political behavior, process",ignore,1
Burundi,2015,Africa,1,9,5,2015,9,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,11,5,2015,11,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,12,5,2015,12,5,2015,1,2000-4999,1000s,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,13,5,2015,13,5,2015,1,100-999,100s,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,14,5,2015,14,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,15,5,2015,15,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,16,5,2015,16,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,17,5,2015,17,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,19,5,2015,19,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,21,5,2015,21,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,22,5,2015,22,5,2015,0,50-99,>50,protesters,"political behavior, process",accomodation,1
Burundi,2015,Africa,1,23,5,2015,23,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,24,5,2015,24,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,25,5,2015,25,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,26,5,2015,26,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,27,5,2015,27,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,28,5,2015,28,5,2015,0,50-99,>50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,1,6,2015,1,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,2,6,2015,2,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,3,6,2015,3,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,4,6,2015,4,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,5,6,2015,5,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,6,6,2015,6,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,7,6,2015,7,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,8,6,2015,8,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,9,6,2015,9,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,10,6,2015,10,6,2015,0,50-99,50,protesters,"political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,26,6,2015,26,6,2015,0,50-99,50,protesters,"political behavior, process",ignore,1
Burundi,2015,Africa,1,6,5,2015,6,5,2015,1,100-999,100s,"protesters, university students","political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,26,4,2015,26,4,2015,1,50-99,>50,"protesters, university students, FOCODE (student group)","political behavior, process",shootings,1
Burundi,2015,Africa,1,27,4,2015,27,4,2015,1,100-999,100s,"protesters, university students, FOCODE (student group)","political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,28,4,2015,28,4,2015,1,100-999,100s,"protesters, university students, FOCODE (student group)","political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,30,4,2015,30,4,2015,1,100-999,100s,"protesters, university students, FOCODE (student group)","political behavior, process",shootings,1
Burundi,2015,Africa,1,1,5,2015,1,5,2015,1,100-999,100s,"protesters, university students, FOCODE (student group)","political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,4,5,2015,4,5,2015,1,100-999,100s,"protesters, university students, FOCODE (student group)","political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,5,5,2015,5,5,2015,1,100-999,100s,"protesters, university students, FOCODE (student group)","political behavior, process",crowd dispersal,1
Burundi,2015,Africa,1,10,5,2015,10,5,2015,0,100-999,100s,"protesters, women","political behavior, process",ignore,1
Burundi,1994,Africa,1,12,8,1994,12,8,1994,0,100-999,>50,Students,"political behavior, process",ignore,1
Burundi,2002,Africa,1,28,4,2002,28,4,2002,1,5000-10000,5000,Students,"political behavior, process",shootings,1
Burundi,2002,Africa,1,21,5,2002,23,5,2002,1,1000-1999,>50-1000,Students,"political behavior, process",arrests,3
Burundi,2007,Africa,1,1,11,2007,1,11,2007,1,50-99,>50,Students,"political behavior, process",beatings,1
Burundi,2016,Africa,1,3,6,2016,3,6,2016,0,100-999,100s,students,"political behavior, process",shootings,1
Burundi,1996,Africa,1,16,7,1996,16,7,1996,0,2000-4999,2500,"students, pupils and jobless people","political behavior, process",ignore,1
Burundi,1996,Africa,1,29,6,1996,29,6,1996,0,2000-4999,Thousands,supporters of former president Jean-Baptiste Bagaza and people,"political behavior, process",ignore,1
Burundi,2009,Africa,1,6,3,2009,6,3,2009,0,>10000,20000,Supporters of the government,"political behavior, process",ignore,1
Burundi,1993,Africa,1,27,12,1993,27,12,1993,0,>10000,>10000,Supporters of the opposition parties,"political behavior, process",ignore,1
Burundi,1994,Africa,1,5,12,1994,5,12,1994,0,100-999,>50,Supporters of Tutsi-dominated main opposition party,"political behavior, process",ignore,1
Burundi,2002,Africa,1,19,11,2002,20,11,2002,1,100-999,500,Taxi Drivers,"political behavior, process",crowd dispersal,2
Burundi,2003,Africa,1,13,11,2003,13,11,2003,1,100-999,100s,Taxi Drivers,"political behavior, process",shootings,1
Burundi,1996,Africa,1,19,7,1996,19,7,1996,0,>10000,10000,Tutsi people,"political behavior, process",ignore,1
Burundi,1996,Africa,1,5,7,1996,5,7,1996,0,2000-4999,"2,000 to 3,000",Tutsi political parties,"political behavior, process",ignore,1
Burundi,1995,Africa,1,23,3,1995,23,3,1995,0,2000-4999,2000 to 3000,Tutsi Students,"political behavior, process",ignore,1
Burundi,1996,Africa,1,4,7,1996,4,7,1996,0,100-999,several hundreds,Tutsi Students,"political behavior, process",ignore,1
Burundi,1995,Africa,1,2,5,1995,2,5,1995,0,2000-4999,3000,Tutsi university and secondary school students ,"political behavior, process",ignore,1
Burundi,2000,Africa,1,26,2,2000,26,2,2000,1,1000-1999,1000,Tutsis,"political behavior, process",beatings,1
Burundi,2014,Africa,1,5,3,2014,5,3,2014,0,1000-1999,1000,Union for National Progress,"political behavior, process",ignore,1
Burundi,1996,Africa,1,12,7,1996,12,7,1996,0,100-999,>50,Unions,"political behavior, process",ignore,1
Burundi,1993,Africa,1,24,10,1993,24,10,1993,0,1000-1999,1000,youths,"political behavior, process",ignore,1
Burundi,1994,Africa,1,7,8,1994,8,8,1994,1,100-999,500,Youths,"political behavior, process",crowd dispersal,2
Burundi,1994,Africa,1,6,1,1994,6,1,1994,1,2000-4999,Thousands,Youths (mainly Tutsi university students),"political behavior, process",ignore,1
Burundi,2000,Africa,1,18,8,2000,18,8,2000,1,100-999,100s,Confederation of Burundi Trade Unions ,removal of politician,crowd dispersal,1
Burundi,1995,Africa,1,4,2,1995,4,2,1995,0,100-999,hundreds,Opposition supporters,removal of politician,ignore,1
Burundi,2015,Africa,1,18,5,2015,18,5,2015,0,100-999,100s,protesters,removal of politician,crowd dispersal,1
Burundi,2015,Africa,1,20,5,2015,20,5,2015,0,50-99,>50,protesters,removal of politician,crowd dispersal,1
Burundi,1996,Africa,1,18,1,1996,18,1,1996,1,100-999,200,Tutsi youths,removal of politician,crowd dispersal,1
Burundi,1996,Africa,1,16,1,1996,16,1,1996,1,100-999,>50,Youth Solidarity for the Defence of Minorities (SOJEDEM),removal of politician,crowd dispersal,1
Burundi,1993,Africa,1,5,6,1993,5,6,1993,0,5000-10000,5000,People & Tutsi ethnic group,social restrictions,ignore,1
Burundi,2014,Africa,1,8,3,2014,8,3,2014,1,2000-4999,Thousands,the Movement for Solidarity and Democracy activists,social restrictions,crowd dispersal,1
Burundi,1993,Africa,1,8,6,1993,8,6,1993,0,2000-4999,2000,Tutsi college and school students ,social restrictions,ignore,1
Burundi,1993,Africa,1,4,6,1993,4,6,1993,0,1000-1999,1000,university students,social restrictions,ignore,1
Cambodia,2013,Asia,1,26,12,2013,27,12,2013,1,,1000s-10000s, Cambodian workers from different factories and Opposition parties,labor wage dispute,shootings,2
Cambodia,1999,Asia,1,13,1,1999,13,1,1999,0,,200,college graduates,labor wage dispute,ignore,1
Cambodia,2013,Asia,1,12,11,2013,12,11,2013,1,,100s,employees from a factory supplying global brands,labor wage dispute,crowd dispersal,1
Cambodia,1996,Asia,1,20,12,1996,20,12,1996,0,,3000,garment workers,labor wage dispute,ignore,1
Cambodia,1997,Asia,1,5,1,1997,5,1,1997,0,,400,garment workers,labor wage dispute,crowd dispersal,1
Cambodia,2000,Asia,1,24,4,2000,24,4,2000,0,,100,garment workers,labor wage dispute,ignore,1
Cambodia,2014,Asia,1,2,1,2014,2,1,2014,0,50-99,50+,garment workers,labor wage dispute,beatings,1
Cambodia,2014,Asia,1,3,1,2014,3,1,2014,1,100-999,100s,garment workers,labor wage dispute,shootings,1
Cambodia,2014,Asia,1,1,5,2014,1,5,2014,0,50-99,50+,protesters,labor wage dispute,crowd dispersal,1
Cambodia,2012,Asia,1,1,5,2012,1,5,2012,0,,6000,Unions,labor wage dispute,ignore,1
Cambodia,2015,Asia,1,16,12,2015,21,12,2015,1,>10000,20000-30000,workers,labor wage dispute,ignore,6
Cambodia,2006,Asia,1,5,3,2006,10,3,2006,0,,50,farmers,land farm issue,ignore,6
Cambodia,2016,Asia,1,10,10,2016,10,10,2016,0,50-99,>50,Land rights protesters,land farm issue,crowd dispersal,1
Cambodia,2012,Asia,1,16,5,2012,16,5,2012,1,,>50,Peasants,land farm issue,crowd dispersal,1
Cambodia,2000,Asia,1,1,2,2000,1,2,2000,0,,500,poor villagers,land farm issue,ignore,1
Cambodia,2004,Asia,1,25,1,2004,25,1,2004,0,,1000,supporters of murdered union leader,police brutality,ignore,1
Cambodia,2013,Asia,1,5,6,2013,5,6,2013,0,,>50,Unions,police brutality,ignore,1
Cambodia,2015,Asia,1,26,7,2015,26,7,2015,0,50-99,>50,demonstrators,"political behavior, process",crowd dispersal,1
Cambodia,2015,Asia,1,13,7,2015,13,7,2015,0,100-999,>700,"farmers, monks, land-rights activists, unionists, tuk-tuk drivers, students, NGO staff","political behavior, process",ignore,1
Cambodia,2007,Asia,1,26,12,2007,26,12,2007,0,,600,including Buddhist nuns and Cambodian Muslims,"political behavior, process",ignore,1
Cambodia,1997,Asia,1,15,12,1997,15,12,1997,0,,2000,Khmer nation party,"political behavior, process",ignore,1
Cambodia,1994,Asia,1,1,5,1994,17,5,1994,0,,1000,monks and nuns and foreigners,"political behavior, process",shootings,17
Cambodia,2013,Asia,1,7,9,2013,7,9,2013,0,,20000,opposition Cambodia National Rescue Party (CNRP),"political behavior, process",ignore,1
Cambodia,2013,Asia,1,15,9,2013,17,9,2013,1,,20000,opposition Cambodia National Rescue Party (CNRP),"political behavior, process",crowd dispersal,3
Cambodia,2013,Asia,1,23,10,2013,23,10,2013,0,,1000s,opposition Cambodia National Rescue Party (CNRP),"political behavior, process",ignore,1
Cambodia,2000,Asia,1,26,10,2000,26,10,2000,0,,300,opposition supporters,"political behavior, process",crowd dispersal,1
Cambodia,2003,Asia,1,20,7,2003,20,7,2003,0,,1000,political activists,"political behavior, process",ignore,1
Cambodia,1998,Asia,1,24,8,1998,20,9,1998,1,,10000,political opposition,"political behavior, process",ignore,28
Cambodia,2006,Asia,1,27,1,2006,27,1,2006,0,,800,poor people,"political behavior, process",ignore,1
Cambodia,2012,Asia,1,11,9,2012,11,9,2012,0,,500,protesters,"political behavior, process",ignore,1
Cambodia,2014,Asia,1,21,1,2014,21,1,2014,0,50-99,50+,protesters,"political behavior, process",crowd dispersal,1
Cambodia,2014,Asia,1,27,1,2014,27,1,2014,0,100-999,300,protesters,"political behavior, process",crowd dispersal,1
Cambodia,2014,Asia,1,31,3,2014,31,3,2014,0,100-999,100s,protesters,"political behavior, process",crowd dispersal,1
Cambodia,2014,Asia,1,10,12,2014,10,12,2014,0,2000-4999,1000s,protesters,"political behavior, process",ignore,1
Cambodia,2016,Asia,1,4,4,2016,4,4,2016,0,50-99,>50,Protesters against a restrictive law affecting the garment industry,"political behavior, process",crowd dispersal,1
Cambodia,1991,Asia,1,26,11,1991,26,11,1991,1,,10000,students,"political behavior, process",killings,1
Cambodia,2016,Asia,1,9,9,2016,9,9,2016,0,50-99,>50,Supporters of the Opposition Cambodia National Rescue Party (CNRP),"political behavior, process",crowd dispersal,1
Cambodia,1998,Asia,1,19,12,1998,20,12,1998,1,,100,village residents,"political behavior, process",ignore,2
Cambodia,2003,Asia,1,9,6,2003,14,6,2003,1,,1000,garment workers,"price increases, tax policy",crowd dispersal,6
Cambodia,2015,Asia,1,22,1,2015,22,1,2015,0,100-999,500,protesters,"price increases, tax policy",accomodation,1
Cambodia,2013,Asia,1,28,12,2013,28,12,2013,0,,10000,"Buddhist monks, garment workers, farmers and supporters of the main opposition party",removal of politician,ignore,1
Cambodia,2015,Asia,1,26,10,2015,26,10,2015,1,2000-4999,1000s,pro-Cambodian People's Party (CPP) protesters,removal of politician,ignore,1
Cambodia,2014,Asia,1,4,1,2014,4,1,2014,0,50-99,50+,protesters,removal of politician,crowd dispersal,1
Cambodia,1991,Asia,1,21,12,1991,21,12,1991,0,,1000,students,removal of politician,shootings,1
Cambodia,1991,Asia,1,17,12,1991,22,12,1991,1,,1000,"students, workers",removal of politician,shootings,6
Cameroon,2007,Africa,1,28,11,2007,28,11,2007,0,100-999,300,CSP union,labor wage dispute,crowd dispersal,1
Cameroon,2011,Africa,1,9,8,2011,9,8,2011,1,2000-4999,1000s,former employees of Cameroon,labor wage dispute,ignore,1
Cameroon,2010,Africa,1,11,11,2010,11,11,2010,1,50-99,50+,Public Sector Union Confederation,labor wage dispute,beatings,1
Cameroon,1991,Africa,1,22,8,1991,22,8,1991,1,5000-10000,5000,demonstrators,police brutality,ignore,1
Cameroon,2003,Africa,1,9,7,2003,9,7,2003,1,100-999,100+,demonstrators,police brutality,crowd dispersal,1
Cameroon,2007,Africa,1,10,11,2007,10,11,2007,1,50-99,50+,Kumba locals,police brutality,crowd dispersal,1
Cameroon,1992,Africa,1,26,10,1992,26,10,1992,1,100-999,100+,anti-government demonstrators,"political behavior, process",beatings,1
Cameroon,1991,Africa,1,17,5,1991,17,5,1991,0,50-99,50+,anti-government protests,"political behavior, process",ignore,1
Cameroon,1991,Africa,1,14,4,1991,14,4,1991,1,50-99,50+,Anti-government rioters,"political behavior, process",shootings,1
Cameroon,1990,Africa,1,26,5,1990,26,5,1990,0,>10000,20000+,Bamenda residents,"political behavior, process",crowd dispersal,1
Cameroon,2016,Africa,1,15,3,2016,15,3,2016,0,50-99,50+,community members,"political behavior, process",ignore,1
Cameroon,1991,Africa,1,13,1,1991,13,1,1991,0,5000-10000,5000,demonstrators,"political behavior, process",ignore,1
Cameroon,1991,Africa,1,13,1,1991,13,1,1991,0,5000-10000,5000,demonstrators,"political behavior, process",beatings,1
Cameroon,1991,Africa,1,2,11,1991,2,11,1991,1,50-99,50+,demonstrators,"political behavior, process",crowd dispersal,1
Cameroon,1994,Africa,1,23,2,1994,23,2,1994,0,2000-4999,1000s,demonstrators,"political behavior, process",ignore,1
Cameroon,2008,Africa,1,23,2,2008,23,2,2008,1,100-999,100+,demonstrators,"political behavior, process",crowd dispersal,1
Cameroon,2008,Africa,1,23,2,2008,23,2,2008,0,100-999,100+,demonstrators,"political behavior, process",crowd dispersal,1
Cameroon,2016,Africa,1,21,11,2016,22,11,2016,1,100-999,100+,English-speaking minority,"political behavior, process",arrests,2
Cameroon,2016,Africa,1,8,12,2016,8,12,2016,1,50-99,60+,English-speaking minority,"political behavior, process",arrests,1
Cameroon,1991,Africa,1,4,9,1991,4,9,1991,0,50-99,50+,journalists,"political behavior, process",crowd dispersal,1
Cameroon,2010,Africa,1,3,5,2010,3,5,2010,0,100-999,200-300,journalists,"political behavior, process",beatings,1
Cameroon,2016,Africa,1,23,6,2016,23,6,2016,0,50-99,50+,lawyers,"political behavior, process",ignore,1
Cameroon,2016,Africa,1,8,11,2016,8,11,2016,0,100-999,500+,lawyers,"political behavior, process",crowd dispersal,1
Cameroon,1993,Africa,1,19,3,1993,19,3,1993,0,50-99,50+,l'union pour le changement/union for change (upc),"political behavior, process",crowd dispersal,1
Cameroon,2016,Africa,1,29,3,2016,29,3,2016,0,50-99,60+,opposition,"political behavior, process",arrests,1
Cameroon,2010,Africa,1,6,9,2010,7,9,2010,1,50-99,50+,prisoners,"political behavior, process",crowd dispersal,2
Cameroon,1991,Africa,1,12,4,1991,12,4,1991,0,2000-4999,1000s,protesters,"political behavior, process",ignore,1
Cameroon,1994,Africa,1,24,10,1994,24,10,1994,0,50-99,50+,Social Democratic Front,"political behavior, process",beatings,1
Cameroon,1996,Africa,1,10,3,1996,10,3,1996,1,50-99,50+,Social Democratic Front,"political behavior, process",crowd dispersal,1
Cameroon,2004,Africa,1,23,8,2004,27,8,2004,1,5000-10000,8000,Social Democratic Front,"political behavior, process",ignore,5
Cameroon,1991,Africa,1,17,7,1991,17,7,1991,1,50-99,50+,Social Democratic Front and the National Union for Democracy and Progress,"political behavior, process",crowd dispersal,1
Cameroon,2000,Africa,1,8,1,2000,9,1,2000,0,50-99,50+,Southern Cameroon National Council,"political behavior, process",arrests,2
Cameroon,2001,Africa,1,1,11,2001,1,11,2001,1,100-999,600+,Southern Cameroon National Council,"political behavior, process",killings,1
Cameroon,2011,Africa,1,1,10,2011,1,10,2011,0,50-99,50+,Southern Cameroon National Council,"political behavior, process",arrests,1
Cameroon,1991,Africa,1,2,4,1991,2,4,1991,0,2000-4999,2000,students,"political behavior, process",arrests,1
Cameroon,1991,Africa,1,5,5,1991,5,5,1991,0,100-999,100+,students,"political behavior, process",ignore,1
Cameroon,1994,Africa,1,12,1,1994,12,1,1994,1,100-999,100,students,"political behavior, process",crowd dispersal,1
Cameroon,2005,Africa,1,27,4,2005,27,4,2005,0,100-999,200,students,"political behavior, process",killings,1
Cameroon,1991,Africa,1,3,4,1991,3,4,1991,1,2000-4999,3000,students and unemployed workers,"political behavior, process",beatings,1
Cameroon,1992,Africa,1,27,12,1992,27,12,1992,1,2000-4999,1000s,supporters of Fru Ndi,"political behavior, process",crowd dispersal,1
Cameroon,1993,Africa,1,25,3,1993,25,3,1993,0,2000-4999,2000,union for change (upc),"political behavior, process",shootings,1
Cameroon,2000,Africa,1,27,1,2000,27,1,2000,1,100-999,100+,university students,"political behavior, process",arrests,1
Cameroon,1990,Africa,1,27,5,1990,27,5,1990,0,100-999,400,Yaounde university students,"political behavior, process",ignore,1
Cameroon,2008,Africa,1,25,2,2008,27,2,2008,1,2000-4999,1000s,demonstrators,"price increases, tax policy",killings,3
Cameroon,2005,Africa,1,24,5,2005,24,5,2005,0,50-99,50+,students,"price increases, tax policy",killings,1
Cameroon,1991,Africa,1,19,5,1991,19,5,1991,0,>10000,50000,protesters,removal of politician,crowd dispersal,1
Cameroon,1993,Africa,1,12,10,1993,12,10,1993,0,1000-1999,1500,parents of anglophone school children,social restrictions,crowd dispersal,1
Canada,1997,North America,1,19,11,1997,4,12,1997,0,,45000,Canadian Union of Postal Workers,labor wage dispute,ignore,16
Canada,2016,North America,1,25,2,2016,25,2,2016,0,100-999,more than 200,Canadian Union of Public Employees,labor wage dispute,ignore,1
Canada,1991,North America,1,10,9,1991,17,9,1991,0,,110000,Public Service Alliance of Canada,labor wage dispute,ignore,8
Canada,1991,North America,1,28,9,1991,2,10,1991,0,,110000,Public Service Alliance of Canada,labor wage dispute,ignore,5
Canada,2016,North America,1,2,2,2016,2,2,2016,0,100-999,250-300,Taxi drivers against Uber,labor wage dispute,ignore,1
Canada,2016,North America,1,10,2,2016,10,2,2016,0,100-999,hundreds,Taxi drivers against Uber,labor wage dispute,ignore,1
Canada,1995,North America,1,8,9,1995,8,9,1995,1,,100s,Chippewa Indians,land farm issue,shootings,1
Canada,1990,North America,1,12,7,1990,6,9,1990,1,,100s,Mohawk Indians,land farm issue,accomodation,57
Canada,2016,North America,1,20,3,2016,4,4,2016,0,100-999,hundreds,Black Lives Matter,police brutality,crowd dispersal,16
Canada,2016,North America,1,30,7,2016,30,7,2016,0,100-999,more than 500,Black Lives Matter,police brutality,ignore,1
Canada,1992,North America,1,4,5,1992,5,5,1992,1,,1000,gangs of black and white youths,police brutality,arrests,2
Canada,1990,North America,1,19,9,1990,19,9,1990,0,,200,Mohawk Indians,police brutality,crowd dispersal,1
Canada,2006,North America,1,21,2,2006,17,8,2006,1,,200,Mohawk Indians,police brutality,crowd dispersal,178
Canada,1990,North America,1,1,7,1990,1,7,1990,0,,500,(separatist) Parti Quebecois,"political behavior, process",ignore,1
Canada,2016,North America,1,14,4,2016,14,4,2016,0,50-99,a group,aboriginal activists,"political behavior, process",ignore,1
Canada,2000,North America,1,16,6,2000,16,6,2000,1,,10s,Anti-poverty protesters,"political behavior, process",crowd dispersal,1
Canada,2005,North America,1,3,3,2005,3,4,2005,1,,170000,college students,"political behavior, process",arrests,32
Canada,2016,North America,1,23,4,2016,23,4,2016,0,100-999,about 300,Concerned Ontario Doctors,"political behavior, process",ignore,1
Canada,2003,North America,1,3,5,2003,3,5,2003,1,,250,crab fishermen,"political behavior, process",ignore,1
Canada,1993,North America,1,1,7,1993,31,8,1993,0,,100s,environmental activitists,"political behavior, process",arrests,62
Canada,2000,North America,1,22,2,2000,23,2,2000,1,,2000,french-speaking youths,"political behavior, process",ignore,2
Canada,1994,North America,1,1,9,1994,1,9,1994,0,,10000,gun owners and supporters,"political behavior, process",ignore,1
Canada,2016,North America,1,13,10,2016,11,11,2016,0,100-999,busloads,indigenous residents,"political behavior, process",arrests,30
Canada,1990,North America,1,14,8,1990,15,8,1990,1,,950,local residents,"political behavior, process",crowd dispersal,2
Canada,2007,North America,1,29,6,2007,29,6,2007,0,,1000s,Native groups/ Mohawk Indians,"political behavior, process",ignore,1
Canada,2016,North America,1,12,4,2016,12,4,2016,0,100-999,more than 200,Ontario Autism Coalition,"political behavior, process",accomodation,1
Canada,1997,North America,1,28,10,1997,9,11,1997,0,,126000,Ontario Teachers' Federation,"political behavior, process",ignore,13
Canada,2015,North America,1,6,10,2015,6,10,2015,0,50-99,50+,protesters,"political behavior, process",ignore,1
Canada,2009,North America,1,10,11,2009,10,11,2009,1,,200,Quebec separatists,"political behavior, process",arrests,1
Canada,2011,North America,1,3,7,2011,3,7,2011,0,,300,Quebec separatists,"political behavior, process",ignore,1
Canada,2009,North America,1,13,5,2009,13,5,2009,0,,12000,Tamil-Canadians,"political behavior, process",ignore,1
Canada,2016,North America,1,24,3,2016,24,3,2016,0,50-99,dozens,women,"political behavior, process",arrests,1
Canada,1996,North America,1,26,10,1996,26,10,1996,0,,1000s,labor unions,"price increases, tax policy",ignore,1
Canada,1994,North America,1,18,11,1994,18,11,1994,0,,6000,students,"price increases, tax policy",ignore,1
Canada,2012,North America,1,10,2,2012,6,6,2012,1,,1000s,university students,"price increases, tax policy",crowd dispersal,118
Cape Verde,2005,Africa,1,16,3,2005,16,3,2005,1,100-999,500,immigrants,"political behavior, process",crowd dispersal,1
Cape Verde,2005,Africa,1,19,3,2005,19,3,2005,0,100-999,500,Movement for Democracy (MPD),"political behavior, process",ignore,1
Central African Republic,2000,Africa,1,23,1,2000,23,1,2000,0,100-999,300,Base Karako,labor wage dispute,shootings,1
Central African Republic,2000,Africa,1,4,2,2000,4,2,2000,0,100-999,100s,Base Karako,labor wage dispute,crowd dispersal,1
Central African Republic,1996,Africa,1,8,11,1996,8,11,1996,0,2000-4999,2000,civil servants,labor wage dispute,crowd dispersal,1
Central African Republic,2005,Africa,1,3,12,2005,3,12,2005,0,100-999,300,civil servants,labor wage dispute,ignore,1
Central African Republic,2000,Africa,1,24,11,2000,24,11,2000,0,>10000,>10000,"civil servants, youth, students",labor wage dispute,crowd dispersal,1
Central African Republic,2004,Africa,1,17,1,2004,17,1,2004,0,100-999,300,demonstrators,labor wage dispute,ignore,1
Central African Republic,2004,Africa,1,17,4,2004,17,4,2004,1,100-999,200,ex-rebel soldiers,labor wage dispute,shootings,1
Central African Republic,2002,Africa,1,22,6,2002,22,6,2002,0,50-99,86,members of parliament,labor wage dispute,ignore,1
Central African Republic,2004,Africa,1,16,1,2004,16,1,2004,0,50-99,50,office workers & aides to lawmakers,labor wage dispute,ignore,1
Central African Republic,2006,Africa,1,10,4,2006,10,4,2006,0,50-99,>50,secondary school students,labor wage dispute,crowd dispersal,1
